promoter,pos,binding_site,gc
uacT_predicted,-54,3,40
uacT_predicted,-53,3,40
uacT_predicted,-52,3,40
uacT_predicted,-51,3,40
uacT_predicted,29,4,40
uacT_predicted,30,4,40
uacT_predicted,31,4,40
uacT_predicted,32,4,40
uacT_predicted,33,4,40
uacT_predicted,34,4,40
uacT_predicted,-113,1,41
uacT_predicted,-112,1,41
uacT_predicted,-111,1,41
uacT_predicted,-110,1,41
uacT_predicted,-109,1,41
uacT_predicted,-94,2,41
uacT_predicted,-64,3,41
uacT_predicted,-63,3,41
uacT_predicted,-62,3,41
uacT_predicted,-61,3,41
uacT_predicted,29,4,41
uacT_predicted,30,4,41
uacT_predicted,31,4,41
uacT_predicted,32,4,41
uacT_predicted,33,4,41
uacT_predicted,36,4,41
uofp,-39,1,1
uofp,-38,1,1
uofp,-37,1,1
uofp,-36,1,1
uofp,-35,1,1
uofp,-34,1,1
uofp,-33,1,1
uofp,-23,2,1
uofp,-22,2,1
uofp,-21,2,1
uofp,-20,2,1
uofp,-14,3,1
uofp,-13,3,1
uofp,-12,3,1
uofp,-11,3,1
uofp,-10,3,1
uofp,-9,3,1
uofp,-8,3,1
uofp,-7,3,1
uofp,-6,3,1
uofp,-39,1,2
uofp,-38,1,2
uofp,-37,1,2
uofp,-36,1,2
uofp,-35,1,2
uofp,-34,1,2
uofp,-17,2,2
uofp,-16,2,2
uofp,-15,2,2
uofp,-14,2,2
uofp,-13,2,2
uofp,-12,2,2
uofp,-11,2,2
uofp,-10,2,2
uofp,-9,2,2
uofp,-8,2,2
uofp,-7,2,2
uofp,-6,2,2
uofp,-5,2,2
uofp,-37,1,3
uofp,-36,1,3
uofp,-35,1,3
uofp,-34,1,3
uofp,-33,1,3
uofp,-24,2,3
uofp,-23,2,3
uofp,-22,2,3
uofp,-21,2,3
uofp,-20,2,3
uofp,-14,3,3
uofp,-13,3,3
uofp,-12,3,3
uofp,-11,3,3
uofp,-10,3,3
uofp,-9,3,3
uofp,-8,3,3
uofp,-7,3,3
uofp,-6,3,3
uofp,-39,1,4
uofp,-38,1,4
uofp,-37,1,4
uofp,-36,1,4
uofp,-35,1,4
uofp,-34,1,4
uofp,-33,1,4
uofp,-24,2,4
uofp,-23,2,4
uofp,-22,2,4
uofp,-21,2,4
uofp,-20,2,4
uofp,-14,3,4
uofp,-13,3,4
uofp,-12,3,4
uofp,-11,3,4
uofp,-10,3,4
uofp,-9,3,4
uofp,-8,3,4
uofp,-7,3,4
uofp,-6,3,4
uofp,-5,3,4
uofp,-39,1,5
uofp,-38,1,5
uofp,-37,1,5
uofp,-36,1,5
uofp,-35,1,5
uofp,-34,1,5
uofp,-33,1,5
uofp,-24,2,5
uofp,-23,2,5
uofp,-21,2,5
uofp,-20,2,5
uofp,-14,3,5
uofp,-13,3,5
uofp,-12,3,5
uofp,-11,3,5
uofp,-10,3,5
uofp,-9,3,5
uofp,-8,3,5
uofp,-7,3,5
uofp,-6,3,5
uofp,-5,3,5
uofp,-39,1,6
uofp,-38,1,6
uofp,-37,1,6
uofp,-36,1,6
uofp,-35,1,6
uofp,-34,1,6
uofp,-33,1,6
uofp,-24,2,6
uofp,-23,2,6
uofp,-22,2,6
uofp,-21,2,6
uofp,-20,2,6
uofp,-14,3,6
uofp,-13,3,6
uofp,-12,3,6
uofp,-11,3,6
uofp,-10,3,6
uofp,-9,3,6
uofp,-8,3,6
uofp,-7,3,6
uofp,-6,3,6
uofp,-5,3,6
uofp,-106,1,7
uofp,-105,1,7
uofp,-29,2,7
uofp,-28,2,7
uofp,-27,2,7
uofp,-26,2,7
uofp,-25,2,7
uofp,-24,2,7
uofp,-23,2,7
uofp,-22,2,7
uofp,-21,2,7
uofp,-20,2,7
uofp,-13,3,7
uofp,-12,3,7
uofp,-11,3,7
uofp,-10,3,7
uofp,-9,3,7
uofp,-8,3,7
uofp,32,4,7
uofp,33,4,7
uofp,-106,1,8
uofp,-105,1,8
uofp,-104,1,8
uofp,-103,1,8
uofp,-102,1,8
uofp,-43,2,8
uofp,-42,2,8
uofp,-41,2,8
uofp,-29,3,8
uofp,-28,3,8
uofp,-27,3,8
uofp,-26,3,8
uofp,-25,3,8
uofp,-24,3,8
uofp,-23,3,8
uofp,-22,3,8
uofp,-21,3,8
uofp,-20,3,8
uofp,-13,4,8
uofp,-12,4,8
uofp,-11,4,8
uofp,-10,4,8
uofp,-9,4,8
uofp,-8,4,8
uofp,32,5,8
uofp,33,5,8
uofp,36,5,8
uofp,-38,1,9
uofp,-37,1,9
uofp,-36,1,9
uofp,-35,1,9
uofp,-34,1,9
uofp,-19,2,9
uofp,-18,2,9
uofp,-17,2,9
uofp,-16,2,9
uofp,-15,2,9
uofp,-14,2,9
uofp,-13,2,9
uofp,-12,2,9
uofp,-11,2,9
uofp,-10,2,9
uofp,-9,2,9
uofp,-8,2,9
uofp,-7,2,9
uofp,-6,2,9
uofp,-39,1,10
uofp,-37,1,10
uofp,-36,1,10
uofp,-35,1,10
uofp,-34,1,10
uofp,-33,1,10
uofp,-24,2,10
uofp,-23,2,10
uofp,-22,2,10
uofp,-21,2,10
uofp,-20,2,10
uofp,-14,3,10
uofp,-13,3,10
uofp,-12,3,10
uofp,-11,3,10
uofp,-10,3,10
uofp,-9,3,10
uofp,-8,3,10
uofp,-7,3,10
uofp,-6,3,10
uofp,-39,1,11
uofp,-38,1,11
uofp,-37,1,11
uofp,-36,1,11
uofp,-35,1,11
uofp,-34,1,11
uofp,-33,1,11
uofp,-24,2,11
uofp,-23,2,11
uofp,-22,2,11
uofp,-21,2,11
uofp,-20,2,11
uofp,-14,3,11
uofp,-13,3,11
uofp,-12,3,11
uofp,-11,3,11
uofp,-10,3,11
uofp,-9,3,11
uofp,-8,3,11
uofp,-7,3,11
uofp,-39,1,12
uofp,-37,1,12
uofp,-36,1,12
uofp,-35,1,12
uofp,-34,1,12
uofp,-33,1,12
uofp,-24,2,12
uofp,-23,2,12
uofp,-21,2,12
uofp,-20,2,12
uofp,-17,2,12
uofp,-14,2,12
uofp,-13,2,12
uofp,-12,2,12
uofp,-11,2,12
uofp,-10,2,12
uofp,-9,2,12
uofp,-8,2,12
uofp,-7,2,12
uofp,-6,2,12
uofp,-39,1,13
uofp,-38,1,13
uofp,-37,1,13
uofp,-36,1,13
uofp,-35,1,13
uofp,-34,1,13
uofp,-33,1,13
uofp,-24,2,13
uofp,-23,2,13
uofp,-22,2,13
uofp,-21,2,13
uofp,-20,2,13
uofp,-14,3,13
uofp,-13,3,13
uofp,-12,3,13
uofp,-11,3,13
uofp,-10,3,13
uofp,-9,3,13
uofp,-8,3,13
uofp,-7,3,13
uofp,-6,3,13
uofp,-5,3,13
uofp,-24,1,14
uofp,-23,1,14
uofp,-22,1,14
uofp,-21,1,14
uofp,-20,1,14
uofp,-19,1,14
uofp,-18,1,14
uofp,-16,1,14
uofp,-15,1,14
uofp,-13,1,14
uofp,-12,1,14
uofp,-11,1,14
uofp,-10,1,14
uofp,-9,1,14
uofp,-8,1,14
uofp,-7,1,14
uofp,-24,1,15
uofp,-23,1,15
uofp,-22,1,15
uofp,-21,1,15
uofp,-20,1,15
uofp,-14,2,15
uofp,-13,2,15
uofp,-12,2,15
uofp,-11,2,15
uofp,-10,2,15
uofp,-9,2,15
uofp,-8,2,15
uofp,-7,2,15
uofp,-24,1,16
uofp,-23,1,16
uofp,-22,1,16
uofp,-21,1,16
uofp,-20,1,16
uofp,-19,1,16
uofp,-17,1,16
uofp,-14,1,16
uofp,-13,1,16
uofp,-12,1,16
uofp,-11,1,16
uofp,-10,1,16
uofp,-9,1,16
uofp,0,2,16
uofp,1,2,16
uofp,-39,1,17
uofp,-37,1,17
uofp,-36,1,17
uofp,-35,1,17
uofp,-24,2,17
uofp,-23,2,17
uofp,-22,2,17
uofp,-21,2,17
uofp,-20,2,17
uofp,-14,3,17
uofp,-13,3,17
uofp,-12,3,17
uofp,-11,3,17
uofp,-10,3,17
uofp,-9,3,17
uofp,-39,1,18
uofp,-38,1,18
uofp,-37,1,18
uofp,-36,1,18
uofp,-35,1,18
uofp,-34,1,18
uofp,-33,1,18
uofp,-24,2,18
uofp,-23,2,18
uofp,-22,2,18
uofp,-21,2,18
uofp,-20,2,18
uofp,-14,3,18
uofp,-13,3,18
uofp,-12,3,18
uofp,-11,3,18
uofp,-10,3,18
uofp,-9,3,18
uofp,-8,3,18
uofp,-7,3,18
uofp,-6,3,18
uofp,-39,1,19
uofp,-38,1,19
uofp,-37,1,19
uofp,-36,1,19
uofp,-35,1,19
uofp,-34,1,19
uofp,-33,1,19
uofp,-32,1,19
uofp,-31,1,19
uofp,-29,1,19
uofp,-15,2,19
uofp,-14,2,19
uofp,-13,2,19
uofp,-12,2,19
uofp,-11,2,19
uofp,-10,2,19
uofp,-9,2,19
uofp,-8,2,19
uofp,-7,2,19
uofp,-6,2,19
uofp,-37,1,20
uofp,-36,1,20
uofp,-35,1,20
uofp,-19,2,20
uofp,-18,2,20
uofp,-17,2,20
uofp,-16,2,20
uofp,-15,2,20
uofp,-14,2,20
uofp,-13,2,20
uofp,-12,2,20
uofp,-11,2,20
uofp,-10,2,20
uofp,-9,2,20
uofp,1,3,20
uofp,2,3,20
uofp,3,3,20
uofp,-38,1,21
uofp,-37,1,21
uofp,-36,1,21
uofp,-35,1,21
uofp,-34,1,21
uofp,-24,2,21
uofp,-23,2,21
uofp,-22,2,21
uofp,-21,2,21
uofp,-20,2,21
uofp,-14,3,21
uofp,-13,3,21
uofp,-12,3,21
uofp,-11,3,21
uofp,-10,3,21
uofp,-9,3,21
uofp,-8,3,21
uofp,-7,3,21
uofp,-6,3,21
uofp,-16,1,22
uofp,-14,1,22
uofp,-13,1,22
uofp,-12,1,22
uofp,-11,1,22
uofp,-10,1,22
uofp,-9,1,22
uofp,-39,1,23
uofp,-38,1,23
uofp,-37,1,23
uofp,-36,1,23
uofp,-35,1,23
uofp,-34,1,23
uofp,-21,2,23
uofp,-20,2,23
uofp,-18,2,23
uofp,-17,2,23
uofp,-16,2,23
uofp,-15,2,23
uofp,-14,2,23
uofp,-13,2,23
uofp,-12,2,23
uofp,-11,2,23
uofp,-10,2,23
uofp,-9,2,23
uofp,-8,2,23
uofp,-7,2,23
uofp,-6,2,23
uofp,-24,1,24
uofp,-23,1,24
uofp,-22,1,24
uofp,-21,1,24
uofp,-20,1,24
uofp,-12,2,24
uofp,-11,2,24
uofp,-10,2,24
uofp,-9,2,24
uofp,-8,2,24
uofp,2,3,24
uofp,3,3,24
uofp,19,4,24
uofp,-21,1,25
uofp,-20,1,25
uofp,-19,1,25
uofp,-18,1,25
uofp,-17,1,25
uofp,-14,1,25
uofp,-13,1,25
uofp,-12,1,25
uofp,-11,1,25
uofp,-10,1,25
uofp,-9,1,25
uofp,-8,1,25
uofp,-3,2,25
uofp,-2,2,25
uofp,-1,2,25
uofp,0,2,25
uofp,1,2,25
uofp,-21,1,28
uofp,-20,1,28
uofp,-19,1,28
uofp,-18,1,28
uofp,-17,1,28
uofp,-16,1,28
uofp,-15,1,28
uofp,-14,1,28
uofp,-13,1,28
uofp,-12,1,28
uofp,-11,1,28
uofp,-10,1,28
uofp,-9,1,28
uofp,-8,1,28
uofp,-7,1,28
uofp,-2,2,28
uofp,-1,2,28
uofp,0,2,28
uofp,1,2,28
uofp,-39,1,29
uofp,-37,1,29
uofp,-36,1,29
uofp,-35,1,29
uofp,-34,1,29
uofp,-33,1,29
uofp,-17,2,29
uofp,-15,2,29
uofp,-14,2,29
uofp,-13,2,29
uofp,-12,2,29
uofp,-11,2,29
uofp,-10,2,29
uofp,-9,2,29
uofp,-8,2,29
uofp,-7,2,29
uofp,-6,2,29
uofp,-37,1,30
uofp,-36,1,30
uofp,-35,1,30
uofp,-34,1,30
uofp,-15,2,30
uofp,-14,2,30
uofp,-13,2,30
uofp,-12,2,30
uofp,-11,2,30
uofp,-10,2,30
uofp,-9,2,30
uofp,-8,2,30
uofp,-7,2,30
uofp,-6,2,30
uofp,-37,1,31
uofp,-36,1,31
uofp,-35,1,31
uofp,-34,1,31
uofp,-33,1,31
uofp,-21,2,31
uofp,-20,2,31
uofp,-17,2,31
uofp,-14,2,31
uofp,-13,2,31
uofp,-12,2,31
uofp,-11,2,31
uofp,-10,2,31
uofp,-9,2,31
uofp,-8,2,31
uofp,-7,2,31
uofp,-6,2,31
uofp,-5,2,31
uofp,-37,1,32
uofp,-36,1,32
uofp,-35,1,32
uofp,-34,1,32
uofp,-23,2,32
uofp,-22,2,32
uofp,-21,2,32
uofp,-20,2,32
uofp,-15,3,32
uofp,-14,3,32
uofp,-13,3,32
uofp,-12,3,32
uofp,-11,3,32
uofp,-10,3,32
uofp,-9,3,32
uofp,-8,3,32
uofp,-7,3,32
uofp,-6,3,32
uofp,-5,3,32
uofp,-39,1,33
uofp,-38,1,33
uofp,-37,1,33
uofp,-36,1,33
uofp,-35,1,33
uofp,-34,1,33
uofp,-24,2,33
uofp,-23,2,33
uofp,-22,2,33
uofp,-21,2,33
uofp,-20,2,33
uofp,-17,2,33
uofp,-14,2,33
uofp,-13,2,33
uofp,-12,2,33
uofp,-11,2,33
uofp,-10,2,33
uofp,-9,2,33
uofp,-8,2,33
uofp,-43,1,34
uofp,-42,1,34
uofp,-39,1,34
uofp,-37,1,34
uofp,-36,1,34
uofp,-35,1,34
uofp,-34,1,34
uofp,-33,1,34
uofp,-21,2,34
uofp,-16,3,34
uofp,-15,3,34
uofp,-14,3,34
uofp,-13,3,34
uofp,-12,3,34
uofp,-11,3,34
uofp,-10,3,34
uofp,-9,3,34
uofp,-8,3,34
uofp,-7,3,34
uofp,-6,3,34
uofp,-39,1,35
uofp,-38,1,35
uofp,-37,1,35
uofp,-36,1,35
uofp,-35,1,35
uofp,-34,1,35
uofp,-24,2,35
uofp,-23,2,35
uofp,-22,2,35
uofp,-21,2,35
uofp,-20,2,35
uofp,-14,3,35
uofp,-13,3,35
uofp,-12,3,35
uofp,-11,3,35
uofp,-10,3,35
uofp,-9,3,35
uofp,-8,3,35
uofp,-7,3,35
uofp,-6,3,35
uofp,-39,1,36
uofp,-36,1,36
uofp,-35,1,36
uofp,-34,1,36
uofp,-33,1,36
uofp,-24,2,36
uofp,-23,2,36
uofp,-22,2,36
uofp,-21,2,36
uofp,-20,2,36
uofp,-17,2,36
uofp,-16,2,36
uofp,-15,2,36
uofp,-14,2,36
uofp,-13,2,36
uofp,-12,2,36
uofp,-11,2,36
uofp,-10,2,36
uofp,-9,2,36
uofp,-8,2,36
uofp,-7,2,36
uofp,-6,2,36
uofp,-5,2,36
uofp,-39,1,37
uofp,-38,1,37
uofp,-37,1,37
uofp,-36,1,37
uofp,-35,1,37
uofp,-34,1,37
uofp,-33,1,37
uofp,-24,2,37
uofp,-23,2,37
uofp,-22,2,37
uofp,-21,2,37
uofp,-20,2,37
uofp,-14,3,37
uofp,-13,3,37
uofp,-12,3,37
uofp,-11,3,37
uofp,-10,3,37
uofp,-9,3,37
uofp,-8,3,37
uofp,-7,3,37
uofp,-6,3,37
uofp,-36,1,38
uofp,-35,1,38
uofp,-15,2,38
uofp,-14,2,38
uofp,-13,2,38
uofp,-12,2,38
uofp,-11,2,38
uofp,-10,2,38
uofp,-9,2,38
uofp,-8,2,38
uofp,-7,2,38
uofp,-6,2,38
uofp,-5,2,38
uofp,-37,1,39
uofp,-36,1,39
uofp,-35,1,39
uofp,-34,1,39
uofp,-24,2,39
uofp,-23,2,39
uofp,-22,2,39
uofp,-21,2,39
uofp,-20,2,39
uofp,-17,2,39
uofp,-16,2,39
uofp,-15,2,39
uofp,-14,2,39
uofp,-13,2,39
uofp,-12,2,39
uofp,-11,2,39
uofp,-10,2,39
uofp,-9,2,39
uofp,-8,2,39
uofp,-7,2,39
uofp,-6,2,39
uofp,-39,1,40
uofp,-38,1,40
uofp,-37,1,40
uofp,-36,1,40
uofp,-35,1,40
uofp,-34,1,40
uofp,-33,1,40
uofp,-24,2,40
uofp,-23,2,40
uofp,-22,2,40
uofp,-21,2,40
uofp,-20,2,40
uofp,-15,3,40
uofp,-14,3,40
uofp,-13,3,40
uofp,-12,3,40
uofp,-11,3,40
uofp,-10,3,40
uofp,-9,3,40
uofp,-8,3,40
uofp,-7,3,40
uofp,-6,3,40
uofp,-39,1,41
uofp,-37,1,41
uofp,-36,1,41
uofp,-35,1,41
uofp,-34,1,41
uofp,-33,1,41
uofp,-23,2,41
uofp,-21,2,41
uofp,-20,2,41
uofp,-17,2,41
uofp,-15,2,41
uofp,-14,2,41
uofp,-13,2,41
uofp,-12,2,41
uofp,-11,2,41
uofp,-10,2,41
uofp,-9,2,41
uofp,-8,2,41
uofp,-7,2,41
uofp,-6,2,41
xdhAp1,-66,1,1
xdhAp1,-65,1,1
xdhAp1,-30,2,1
xdhAp1,-29,2,1
xdhAp1,-28,2,1
xdhAp1,-27,2,1
xdhAp1,-26,2,1
xdhAp1,-24,2,1
xdhAp1,-23,2,1
xdhAp1,-22,2,1
xdhAp1,-21,2,1
xdhAp1,-20,2,1
xdhAp1,-66,1,2
xdhAp1,-65,1,2
xdhAp1,-23,2,2
xdhAp1,-22,2,2
xdhAp1,16,3,2
xdhAp1,18,3,2
xdhAp1,19,3,2
xdhAp1,20,3,2
xdhAp1,-66,1,3
xdhAp1,-65,1,3
xdhAp1,-30,2,3
xdhAp1,-29,2,3
xdhAp1,-28,2,3
xdhAp1,-27,2,3
xdhAp1,-26,2,3
xdhAp1,-24,2,3
xdhAp1,-23,2,3
xdhAp1,-22,2,3
xdhAp1,-21,2,3
xdhAp1,-20,2,3
xdhAp1,16,3,3
xdhAp1,17,3,3
xdhAp1,18,3,3
xdhAp1,20,3,3
xdhAp1,-66,1,4
xdhAp1,-65,1,4
xdhAp1,-31,2,4
xdhAp1,-30,2,4
xdhAp1,-29,2,4
xdhAp1,-28,2,4
xdhAp1,-27,2,4
xdhAp1,-24,2,4
xdhAp1,-23,2,4
xdhAp1,-22,2,4
xdhAp1,-21,2,4
xdhAp1,-20,2,4
xdhAp1,-19,2,4
xdhAp1,17,3,4
xdhAp1,18,3,4
xdhAp1,-66,1,5
xdhAp1,-65,1,5
xdhAp1,-30,2,5
xdhAp1,-28,2,5
xdhAp1,-27,2,5
xdhAp1,-24,2,5
xdhAp1,-23,2,5
xdhAp1,-22,2,5
xdhAp1,-21,2,5
xdhAp1,-20,2,5
xdhAp1,16,3,5
xdhAp1,17,3,5
xdhAp1,18,3,5
xdhAp1,19,3,5
xdhAp1,20,3,5
xdhAp1,-66,1,6
xdhAp1,-65,1,6
xdhAp1,-30,2,6
xdhAp1,-29,2,6
xdhAp1,-28,2,6
xdhAp1,-27,2,6
xdhAp1,-26,2,6
xdhAp1,-24,2,6
xdhAp1,-23,2,6
xdhAp1,-22,2,6
xdhAp1,-21,2,6
xdhAp1,-20,2,6
xdhAp1,16,3,6
xdhAp1,17,3,6
xdhAp1,18,3,6
xdhAp1,19,3,6
xdhAp1,20,3,6
xdhAp1,-31,1,7
xdhAp1,-30,1,7
xdhAp1,-29,1,7
xdhAp1,-28,1,7
xdhAp1,-27,1,7
xdhAp1,-26,1,7
xdhAp1,-24,1,7
xdhAp1,-23,1,7
xdhAp1,-22,1,7
xdhAp1,-14,2,7
xdhAp1,-13,2,7
xdhAp1,16,3,7
xdhAp1,17,3,7
xdhAp1,18,3,7
xdhAp1,19,3,7
xdhAp1,20,3,7
xdhAp1,-83,1,8
xdhAp1,-82,1,8
xdhAp1,-73,2,8
xdhAp1,-72,2,8
xdhAp1,-66,3,8
xdhAp1,-65,3,8
xdhAp1,-61,4,8
xdhAp1,-60,4,8
xdhAp1,-57,4,8
xdhAp1,-48,5,8
xdhAp1,-45,5,8
xdhAp1,-31,6,8
xdhAp1,-30,6,8
xdhAp1,-29,6,8
xdhAp1,-28,6,8
xdhAp1,-27,6,8
xdhAp1,-24,6,8
xdhAp1,-23,6,8
xdhAp1,-22,6,8
xdhAp1,-21,6,8
xdhAp1,-20,6,8
xdhAp1,16,7,8
xdhAp1,17,7,8
xdhAp1,18,7,8
xdhAp1,19,7,8
xdhAp1,20,7,8
xdhAp1,-30,1,9
xdhAp1,-29,1,9
xdhAp1,-28,1,9
xdhAp1,-26,1,9
xdhAp1,-24,1,9
xdhAp1,-23,1,9
xdhAp1,-22,1,9
xdhAp1,-21,1,9
xdhAp1,-20,1,9
xdhAp1,35,2,9
xdhAp1,36,2,9
xdhAp1,-66,1,10
xdhAp1,-65,1,10
xdhAp1,-30,2,10
xdhAp1,-29,2,10
xdhAp1,-28,2,10
xdhAp1,-27,2,10
xdhAp1,-26,2,10
xdhAp1,-24,2,10
xdhAp1,-23,2,10
xdhAp1,-22,2,10
xdhAp1,-21,2,10
xdhAp1,-20,2,10
xdhAp1,16,3,10
xdhAp1,17,3,10
xdhAp1,18,3,10
xdhAp1,19,3,10
xdhAp1,20,3,10
xdhAp1,-66,1,11
xdhAp1,-65,1,11
xdhAp1,-30,2,11
xdhAp1,-29,2,11
xdhAp1,-28,2,11
xdhAp1,-27,2,11
xdhAp1,-26,2,11
xdhAp1,-24,2,11
xdhAp1,-23,2,11
xdhAp1,-22,2,11
xdhAp1,-21,2,11
xdhAp1,-20,2,11
xdhAp1,16,3,11
xdhAp1,17,3,11
xdhAp1,18,3,11
xdhAp1,19,3,11
xdhAp1,20,3,11
xdhAp1,-66,1,12
xdhAp1,-65,1,12
xdhAp1,-26,2,12
xdhAp1,-24,2,12
xdhAp1,-23,2,12
xdhAp1,-22,2,12
xdhAp1,-21,2,12
xdhAp1,-20,2,12
xdhAp1,16,3,12
xdhAp1,17,3,12
xdhAp1,18,3,12
xdhAp1,19,3,12
xdhAp1,20,3,12
xdhAp1,-66,1,14
xdhAp1,-65,1,14
xdhAp1,-30,2,14
xdhAp1,-29,2,14
xdhAp1,-28,2,14
xdhAp1,-27,2,14
xdhAp1,-26,2,14
xdhAp1,-24,2,14
xdhAp1,-23,2,14
xdhAp1,-22,2,14
xdhAp1,-21,2,14
xdhAp1,-20,2,14
xdhAp1,-16,3,14
xdhAp1,-13,3,14
xdhAp1,16,4,14
xdhAp1,17,4,14
xdhAp1,18,4,14
xdhAp1,19,4,14
xdhAp1,20,4,14
xdhAp1,-66,1,15
xdhAp1,-65,1,15
xdhAp1,-30,2,15
xdhAp1,-29,2,15
xdhAp1,-28,2,15
xdhAp1,-27,2,15
xdhAp1,-26,2,15
xdhAp1,-24,2,15
xdhAp1,-23,2,15
xdhAp1,-22,2,15
xdhAp1,-21,2,15
xdhAp1,-20,2,15
xdhAp1,16,3,15
xdhAp1,17,3,15
xdhAp1,18,3,15
xdhAp1,19,3,15
xdhAp1,20,3,15
xdhAp1,32,4,15
xdhAp1,33,4,15
xdhAp1,-66,1,16
xdhAp1,-65,1,16
xdhAp1,-30,2,16
xdhAp1,-29,2,16
xdhAp1,-28,2,16
xdhAp1,-27,2,16
xdhAp1,-26,2,16
xdhAp1,-24,2,16
xdhAp1,-23,2,16
xdhAp1,-22,2,16
xdhAp1,-21,2,16
xdhAp1,-20,2,16
xdhAp1,16,3,16
xdhAp1,17,3,16
xdhAp1,-85,1,17
xdhAp1,-66,2,17
xdhAp1,-65,2,17
xdhAp1,-30,3,17
xdhAp1,-29,3,17
xdhAp1,-28,3,17
xdhAp1,-27,3,17
xdhAp1,-24,3,17
xdhAp1,-23,3,17
xdhAp1,-22,3,17
xdhAp1,-21,3,17
xdhAp1,-20,3,17
xdhAp1,32,4,17
xdhAp1,35,4,17
xdhAp1,-66,1,18
xdhAp1,-65,1,18
xdhAp1,-30,2,18
xdhAp1,-29,2,18
xdhAp1,-28,2,18
xdhAp1,-27,2,18
xdhAp1,-26,2,18
xdhAp1,-24,2,18
xdhAp1,-23,2,18
xdhAp1,-22,2,18
xdhAp1,-21,2,18
xdhAp1,-20,2,18
xdhAp1,16,3,18
xdhAp1,17,3,18
xdhAp1,18,3,18
xdhAp1,19,3,18
xdhAp1,20,3,18
xdhAp1,33,4,18
xdhAp1,42,5,18
xdhAp1,-66,1,19
xdhAp1,-65,1,19
xdhAp1,-30,2,19
xdhAp1,-29,2,19
xdhAp1,-28,2,19
xdhAp1,-27,2,19
xdhAp1,-26,2,19
xdhAp1,-24,2,19
xdhAp1,-23,2,19
xdhAp1,-22,2,19
xdhAp1,-21,2,19
xdhAp1,-20,2,19
xdhAp1,-69,1,21
xdhAp1,-66,1,21
xdhAp1,-65,1,21
xdhAp1,-63,1,21
xdhAp1,-62,1,21
xdhAp1,-30,2,21
xdhAp1,-29,2,21
xdhAp1,-28,2,21
xdhAp1,-27,2,21
xdhAp1,-26,2,21
xdhAp1,-24,2,21
xdhAp1,-23,2,21
xdhAp1,-22,2,21
xdhAp1,-21,2,21
xdhAp1,-20,2,21
xdhAp1,16,3,21
xdhAp1,17,3,21
xdhAp1,18,3,21
xdhAp1,19,3,21
xdhAp1,20,3,21
xdhAp1,-66,1,23
xdhAp1,-65,1,23
xdhAp1,-30,2,23
xdhAp1,-29,2,23
xdhAp1,-28,2,23
xdhAp1,-27,2,23
xdhAp1,-26,2,23
xdhAp1,-24,2,23
xdhAp1,-23,2,23
xdhAp1,-22,2,23
xdhAp1,-21,2,23
xdhAp1,-20,2,23
xdhAp1,16,3,23
xdhAp1,17,3,23
xdhAp1,18,3,23
xdhAp1,19,3,23
xdhAp1,20,3,23
xdhAp1,-58,1,24
xdhAp1,-57,1,24
xdhAp1,-56,1,24
xdhAp1,-55,1,24
xdhAp1,-23,2,24
xdhAp1,17,3,24
xdhAp1,18,3,24
xdhAp1,-66,1,25
xdhAp1,-65,1,25
xdhAp1,-30,2,25
xdhAp1,-29,2,25
xdhAp1,-28,2,25
xdhAp1,-27,2,25
xdhAp1,-26,2,25
xdhAp1,-24,2,25
xdhAp1,-23,2,25
xdhAp1,-22,2,25
xdhAp1,-21,2,25
xdhAp1,-20,2,25
xdhAp1,-17,2,25
xdhAp1,16,3,25
xdhAp1,17,3,25
xdhAp1,18,3,25
xdhAp1,19,3,25
xdhAp1,20,3,25
xdhAp1,-26,1,28
xdhAp1,-24,1,28
xdhAp1,-23,1,28
xdhAp1,-22,1,28
xdhAp1,-20,1,28
xdhAp1,-17,1,28
xdhAp1,-16,1,28
xdhAp1,17,2,28
xdhAp1,-68,1,29
xdhAp1,-66,1,29
xdhAp1,-65,1,29
xdhAp1,-30,2,29
xdhAp1,-29,2,29
xdhAp1,-28,2,29
xdhAp1,-27,2,29
xdhAp1,-26,2,29
xdhAp1,-24,2,29
xdhAp1,-23,2,29
xdhAp1,-22,2,29
xdhAp1,-21,2,29
xdhAp1,-20,2,29
xdhAp1,16,3,29
xdhAp1,17,3,29
xdhAp1,18,3,29
xdhAp1,19,3,29
xdhAp1,20,3,29
xdhAp1,-65,1,30
xdhAp1,-62,1,30
xdhAp1,-42,2,30
xdhAp1,-41,2,30
xdhAp1,-39,2,30
xdhAp1,-24,3,30
xdhAp1,-23,3,30
xdhAp1,-22,3,30
xdhAp1,-21,3,30
xdhAp1,-20,3,30
xdhAp1,-26,1,31
xdhAp1,-24,1,31
xdhAp1,-23,1,31
xdhAp1,-22,1,31
xdhAp1,-21,1,31
xdhAp1,-20,1,31
xdhAp1,16,2,31
xdhAp1,17,2,31
xdhAp1,-66,1,32
xdhAp1,-65,1,32
xdhAp1,-26,2,32
xdhAp1,-24,2,32
xdhAp1,-23,2,32
xdhAp1,-22,2,32
xdhAp1,-21,2,32
xdhAp1,-20,2,32
xdhAp1,16,3,32
xdhAp1,17,3,32
xdhAp1,18,3,32
xdhAp1,19,3,32
xdhAp1,20,3,32
xdhAp1,-66,1,33
xdhAp1,-30,2,33
xdhAp1,-29,2,33
xdhAp1,-28,2,33
xdhAp1,-27,2,33
xdhAp1,-26,2,33
